2022-01-08,53494.0
2022-01-09,30605.0
2022-01-11,3899.0
2022-01-12,3297.0
2022-01-13,136092.0
2022-01-14,10969.0
2022-01-15,34758.0
2022-01-16,9882.0
2022-01-18,42614.0
2022-01-19,2098.0
2022-01-20,18468.0
2022-01-24,6323.0
2022-02-06,56499.0
2022-02-09,15010.0
2022-02-10,27297.0
2022-02-11,64691.0
2022-02-12,15893.0
2022-02-13,8922.0
2022-02-14,52946.0
2022-02-15,18441.0
2022-02-16,80204.0
2022-02-17,24843.0
2022-02-21,64683.0
2022-02-22,6954.0
2022-02-23,36330.0
2022-02-24,30299.0
2022-02-25,67732.0
2022-03-06,49133.0
2022-03-07,35230.0
2022-03-08,127262.0
2022-03-09,58456.0
2022-03-10,78165.0
2022-03-11,41890.0
2022-03-12,92496.0
2022-03-14,121354.0
2022-03-15,24872.0
2022-03-16,3045.0
2022-03-17,49847.0
2022-03-20,16041.0
2022-03-21,26197.0
2022-03-22,48690.0
2022-03-23,16791.0
2022-03-24,95467.0
2022-03-25,35893.0
2022-04-06,53372.0
2022-04-07,85804.0
2022-04-08,38015.0
2022-04-09,18626.0
2022-04-10,8961.0
2022-04-11,56596.0
2022-04-12,10847.0
2022-04-13,18460.0
2022-04-14,43832.0
2022-04-15,12218.0
2022-04-16,49578.0
2022-04-17,104771.0
2022-04-18,6921.0
2022-04-19,55986.0
2022-04-20,45668.0
2022-04-21,8011.0
2022-04-22,12000.0
2022-04-23,74283.0
2022-04-24,28868.0
2022-04-25,71835.0
2022-05-07,28176.0
2022-05-08,12879.0
2022-05-09,30638.0
2022-05-10,63498.0
2022-05-11,45580.0
2022-05-12,34893.0
2022-05-13,53534.0
2022-05-14,54724.0
2022-05-15,6066.0
2022-05-16,12315.0
2022-05-17,87780.0
2022-05-18,2368.0
2022-05-19,58486.0
2022-05-20,51535.0
2022-05-21,63744.0
2022-05-22,67795.0
2022-05-23,24400.0
2022-05-24,193776.0
2022-05-25,116965.0
2022-06-06,27935.0
2022-06-07,24468.0
2022-06-08,161778.0
2022-06-09,16731.0
2022-06-10,14862.0
2022-06-11,97976.0
2022-06-12,138115.0
2022-06-13,154646.0
2022-06-14,22635.0
2022-06-15,143861.0
2022-06-16,16408.0
2022-06-17,89662.0
2022-06-18,129264.0
2022-06-19,100450.0
2022-06-20,83441.0
2022-06-21,80092.0
2022-06-22,56292.0
2022-06-23,127877.0
2022-06-24,133085.0
2022-06-25,93604.0
2022-07-06,43845.0
2022-07-07,148357.0
2022-07-08,177522.0
2022-07-09,163352.0
2022-07-10,48387.0
2022-07-11,183198.0
2022-07-12,308808.0
2022-07-13,229938.0
2022-07-14,12477.0
2022-07-15,48885.0
2022-07-16,46943.0
2022-07-17,48037.0
2022-07-18,175250.0
2022-07-19,61226.0
2022-07-20,82585.0
2022-07-21,89920.0
